alpha,beta,altitude,Mach,q,v_tas,alpha-res,CL,CD,CY,Cl,Cm,Cn,L,Y,D,l_b,m_b,n_b
9,0,10500,0.66,7462.715732,196.2011347,9,1.69228,0.11207,0,0,-6.64321,0,1870216.908,0,123853.741,0,-37785921.15,0
10,0,10500,0.66,7462.715732,196.2011347,10,1.81754,0.12429,0,0,-7.13915,0,2008647.528,0,137358.6283,0,-40606778.8,0
11,0,10500,0.66,7462.715732,196.2011347,11,1.94169,0.13713,0,0,-7.62775,0,2145851.436,0,151548.7062,0,-43385887.26,0
12,0,10500,0.66,7462.715732,196.2011347,12,2.06467,0.15057,0,0,-8.10843,0,2281762.322,0,166401.8719,0,-46119947.54,0
13,0,10500,0.66,7462.715732,196.2011347,13,2.1864,0.16458,0,0,-8.58058,0,2416291.776,0,181884.971,0,-48805490.02,0
-10,0,11000,0.66,6900.949499,194.7458657,-10,-0.79212,0.02789,0,0,3.33675,0,-809510.8728,0,28502.32066,0,17550425.59,0
-9,0,11000,0.66,6900.949499,194.7458657,-9,-0.66117,0.02477,0,0,2.82183,0,-675685.8857,0,25313.82154,0,14842082.1,0
-8,0,11000,0.66,6900.949499,194.7458657,-8,-0.52976,0.02247,0,0,2.3021,0,-541390.7994,0,22963.3254,0,12108439.27,0
-7,0,11000,0.66,6900.949499,194.7458657,-7,-0.39798,0.021,0,0,1.77821,0,-406717.5897,0,21461.05177,0,9352915.946,0
-6,0,11000,0.66,6900.949499,194.7458657,-6,-0.26591,0.02038,0,0,1.2508,0,-271748.0132,0,20827.43977,0,6578878.347,0
-5,0,11000,0.66,6900.949499,194.7458657,-5,-0.13363,0.02062,0,0,0.7205,0,-136563.8261,0,21072.70893,0,3789640.11,0
-4,0,11000,0.66,6900.949499,194.7458657,-4,-0.00123,0.02171,0,0,0.18796,0,-1257.004461,0,22186.63971,0,988620.0625,0
-3,0,11000,0.66,6900.949499,194.7458657,-3,0.1312,0.02366,0,0,-0.34617,0,134080.4758,0,24179.45166,0,-1820762.966,0
-2,0,11000,0.66,6900.949499,194.7458657,-2,0.26358,0.02648,0,0,-0.88123,0,269366.8584,0,27061.36433,0,-4635037.549,0
-1,0,11000,0.66,6900.949499,194.7458657,-1,0.39583,0.03015,0,0,-1.41658,0,404520.3868,0,30811.93862,0,-7450837.455,0
0,0,11000,0.66,6900.949499,194.7458657,0,0.52785,0.03468,0,0,-1.95157,0,539438.8656,0,35441.39407,0,-10264743.86,0
1,0,11000,0.66,6900.949499,194.7458657,1,0.65957,0.04005,0,0,-2.48554,0,674050.758,0,40929.29159,0,-13073285.33,0
2,0,11000,0.66,6900.949499,194.7458657,2,0.79089,0.04626,0,0,-3.01784,0,808253.8684,0,47275.63119,0,-15873043.04,0
3,0,11000,0.66,6900.949499,194.7458657,3,0.92174,0.05328,0,0,-3.54782,0,941976.66,0,54449.75421,0,-18660598.16,0
4,0,11000,0.66,6900.949499,194.7458657,4,1.05203,0.06112,0,0,-4.07484,0,1075127.157,0,62461.8802,0,-21432584.46,0
5,0,11000,0.66,6900.949499,194.7458657,5,1.18168,0.06974,0,0,-4.59826,0,1207623.603,0,71271.13098,0,-24185635.71,0
6,0,11000,0.66,6900.949499,194.7458657,6,1.31061,0.07914,0,0,-5.11743,0,1339384.241,0,80877.50653,0,-26916333.08,0
7,0,11000,0.66,6900.949499,194.7458657,7,1.43874,0.08927,0,0,-5.63173,0,1470327.316,0,91229.90913,0,-29621415.54,0
8,0,11000,0.66,6900.949499,194.7458657,8,1.56599,0.10013,0,0,-6.14053,0,1600371.07,0,102328.3388,0,-32297569.44,0
9,0,11000,0.66,6900.949499,194.7458657,9,1.69228,0.11168,0,0,-6.64321,0,1729433.747,0,114131.9172,0,-34941533.76,0
10,0,11000,0.66,6900.949499,194.7458657,10,1.81754,0.12389,0,0,-7.13915,0,1857443.811,0,126609.9859,0,-37550047.45,0
11,0,11000,0.66,6900.949499,194.7458657,11,1.94169,0.13674,0,0,-7.62775,0,1984319.505,0,139742.1057,0,-40119954.68,0
12,0,11000,0.66,6900.949499,194.7458657,12,2.06467,0.15018,0,0,-8.10843,0,2109999.512,0,153477.1788,0,-42648204.79,0
13,0,11000,0.66,6900.949499,194.7458657,13,2.1864,0.16418,0,0,-8.58058,0,2234402.076,0,167784.5467,0,-45131589.36,0
-10,0,11500,0.66,6377.746047,194.7458657,-10,-0.79212,0.02752,0,0,3.33675,0,-748136.8715,0,25991.92888,0,16219819.81,0
-9,0,11500,0.66,6377.746047,194.7458657,-9,-0.66117,0.0244,0,0,2.82183,0,-624457.9803,0,23045.1695,0,13716812.51,0
-8,0,11500,0.66,6377.746047,194.7458657,-8,-0.52976,0.0221,0,0,2.3021,0,-500344.6309,0,20872.87893,0,11190423.97,0
-7,0,11500,0.66,6377.746047,194.7458657,-7,-0.39798,0.02064,0,0,1.77821,0,-375881.8262,0,19493.94666,0,8643813.827,0
-6,0,11500,0.66,6377.746047,194.7458657,-6,-0.26591,0.02002,0,0,1.2508,0,-251145.1239,0,18908.37268,0,6080093.091,0
-5,0,11500,0.66,6377.746047,194.7458657,-5,-0.13363,0.02025,0,0,0.7205,0,-126210.082,0,19125.60174,0,3502324.17,0
-4,0,11500,0.66,6377.746047,194.7458657,-4,-0.00123,0.02134,0,0,0.18796,0,-1161.703217,0,20155.07857,0,913666.6912,0
-3,0,11500,0.66,6377.746047,194.7458657,-3,0.1312,0.0233,0,0,-0.34617,0,123915.0098,0,22006.24793,0,-1682719.72,0
-2,0,11500,0.66,6377.746047,194.7458657,-2,0.26358,0.02611,0,0,-0.88123,0,248944.4991,0,24660.22031,0,-4283626.826,0
-1,0,11500,0.66,6377.746047,194.7458657,-1,0.39583,0.02978,0,0,-1.41658,0,373851.2067,0,28126.44048,0,-6885943.613,0
0,0,11500,0.66,6377.746047,194.7458657,0,0.52785,0.03431,0,0,-1.95157,0,498540.6853,0,32404.90843,0,-9486510.452,0
1,0,11500,0.66,6377.746047,194.7458657,1,0.65957,0.03968,0,0,-2.48554,0,622946.8216,0,37476.73466,0,-12082119.11,0
2,0,11500,0.66,6377.746047,194.7458657,2,0.79089,0.04589,0,0,-3.01784,0,746975.1683,0,43341.9192,0,-14669609.96,0
3,0,11500,0.66,6377.746047,194.7458657,3,0.92174,0.05292,0,0,-3.54782,0,870559.6121,0,49981.57254,0,-17245823.37,0
4,0,11500,0.66,6377.746047,194.7458657,4,1.05203,0.06075,0,0,-4.07484,0,993615.1504,0,57376.80521,0,-19807648.33,0
5,0,11500,0.66,6377.746047,194.7458657,5,1.18168,0.06938,0,0,-4.59826,0,1116066.225,0,65527.61721,0,-22351973.82,0
6,0,11500,0.66,6377.746047,194.7458657,6,1.31061,0.07877,0,0,-5.11743,0,1237837.279,0,74396.22957,0,-24875640.22,0
7,0,11500,0.66,6377.746047,194.7458657,7,1.43874,0.08891,0,0,-5.63173,0,1358852.753,0,83973.19756,0,-27375633.72,0
8,0,11500,0.66,6377.746047,194.7458657,8,1.56599,0.09977,0,0,-6.14053,0,1479037.09,0,94230.18693,0,-29848891.93,0
9,0,11500,0.66,6377.746047,194.7458657,9,1.69228,0.11132,0,0,-6.64321,0,1598314.731,0,105138.8635,0,-32292401.04,0
10,0,11500,0.66,6377.746047,194.7458657,10,1.81754,0.12353,0,0,-7.13915,0,1716619.565,0,116670.893,0,-34703147.26,0
11,0,11500,0.66,6377.746047,194.7458657,11,1.94169,0.13637,0,0,-7.62775,0,1833876.032,0,128797.9412,0,-37078214,0
12,0,11500,0.66,6377.746047,194.7458657,12,2.06467,0.14982,0,0,-8.10843,0,1950027.464,0,141501.1186,0,-39414781.92,0
13,0,11500,0.66,6377.746047,194.7458657,13,2.1864,0.16382,0,0,-8.58058,0,2064998.303,0,154723.7569,0,-41709885.81,0
-10,0,12000,0.66,5894.209868,194.7458657,-10,-0.79212,0.02719,0,0,3.33675,0,-691416.011,0,23733.27443,0,14990095.45,0
-9,0,12000,0.66,5894.209868,194.7458657,-9,-0.66117,0.02406,0,0,2.82183,0,-577113.9777,0,21001.19833,0,12676856.53,0
-8,0,12000,0.66,5894.209868,194.7458657,-8,-0.52976,0.02176,0,0,2.3021,0,-462410.4252,0,18993.60248,0,10342009.06,0
-7,0,12000,0.66,5894.209868,194.7458657,-7,-0.39798,0.0203,0,0,1.77821,0,-347383.9116,0,17719.21555,0,7988473.104,0
-6,0,12000,0.66,5894.209868,194.7458657,-6,-0.26591,0.01968,0,0,1.2508,0,-232104.2664,0,17178.03754,0,5619123.814,0
-5,0,12000,0.66,5894.209868,194.7458657,-5,-0.13363,0.01991,0,0,0.7205,0,-116641.3189,0,17378.79713,0,3236791.42,0
-4,0,12000,0.66,5894.209868,194.7458657,-4,-0.00123,0.021,0,0,0.18796,0,-1073.627346,0,18330.22298,0,844395.9963,0
-3,0,12000,0.66,5894.209868,194.7458657,-3,0.1312,0.02296,0,0,-0.34617,0,114520.2503,0,20041.0438,0,-1555142.382,0
-2,0,12000,0.66,5894.209868,194.7458657,-2,0.26358,0.02577,0,0,-0.88123,0,230070.4845,0,22493.80221,0,-3958858.714,0
-1,0,12000,0.66,5894.209868,194.7458657,-1,0.39583,0.02945,0,0,-1.41658,0,345507.2459,0,25705.95557,0,-6363877.849,0
0,0,12000,0.66,5894.209868,194.7458657,0,0.52785,0.03397,0,0,-1.95157,0,460743.2477,0,29651.31785,0,-8767279.711,0
1,0,12000,0.66,5894.209868,194.7458657,1,0.65957,0.03935,0,0,-2.48554,0,575717.3892,0,34347.3464,0,-11166099.3,0
2,0,12000,0.66,5894.209868,194.7458657,2,0.79089,0.04555,0,0,-3.01784,0,690342.3836,0,39759.12652,0,-13557416.54,0
3,0,12000,0.66,5894.209868,194.7458657,3,0.92174,0.05258,0,0,-3.54782,0,804557.1302,0,45895.38688,0,-15938311.36,0
4,0,12000,0.66,5894.209868,194.7458657,4,1.05203,0.06042,0,0,-4.07484,0,918283.0708,0,52738.67013,0,-18305908.61,0
5,0,12000,0.66,5894.209868,194.7458657,5,1.18168,0.06904,0,0,-4.59826,0,1031450.376,0,60262.79023,0,-20657333.12,0
6,0,12000,0.66,5894.209868,194.7458657,6,1.31061,0.07843,0,0,-5.11743,0,1143989.216,0,68459.01851,0,-22989664.84,0
7,0,12000,0.66,5894.209868,194.7458657,7,1.43874,0.08857,0,0,-5.63173,0,1255829.763,0,77309.89761,0,-25300118.45,0
8,0,12000,0.66,5894.209868,194.7458657,8,1.56599,0.09943,0,0,-6.14053,0,1366902.185,0,86789.24149,0,-27585863.73,0
9,0,12000,0.66,5894.209868,194.7458657,9,1.69228,0.11098,0,0,-6.64321,0,1477136.655,0,96870.86414,0,-29844115.38,0
10,0,12000,0.66,5894.209868,194.7458657,10,1.81754,0.12319,0,0,-7.13915,0,1586472.071,0,107528.5795,0,-32072088.09,0
11,0,12000,0.66,5894.209868,194.7458657,11,1.94169,0.13604,0,0,-7.62775,0,1694838.603,0,118744.9302,0,-34267086.41,0
12,0,12000,0.66,5894.209868,194.7458657,12,2.06467,0.14948,0,0,-8.10843,0,1802183.88,0,130476.2729,0,-36426504.73,0
13,0,12000,0.66,5894.209868,194.7458657,13,2.1864,0.16348,0,0,-8.58058,0,1908438.073,0,142696.4216,0,-38547602.67,0
-10,0,12500,0.66,5447.333543,194.7458657,-10,-0.79212,0.02687,0,0,3.33675,0,-638995.508,0,21675.76794,0,13853604.06,0
-9,0,12500,0.66,5447.333543,194.7458657,-9,-0.66117,0.02375,0,0,2.82183,0,-533359.4152,0,19158.89425,0,11715746.02,0
-8,0,12500,0.66,5447.333543,194.7458657,-8,-0.52976,0.02145,0,0,2.3021,0,-427352.245,0,17303.5066,0,9557917.705,0
-7,0,12500,0.66,5447.333543,194.7458657,-7,-0.39798,0.01999,0,0,1.77821,0,-321046.5993,0,16125.73878,0,7382817.794,0
-6,0,12500,0.66,5447.333543,194.7458657,-6,-0.26591,0.01937,0,0,1.2508,0,-214507.0135,0,15625.59081,0,5193103.456,0
-5,0,12500,0.66,5447.333543,194.7458657,-5,-0.13363,0.0196,0,0,0.7205,0,-107798.0227,0,15811.12957,0,2991390.342,0
-4,0,12500,0.66,5447.333543,194.7458657,-4,-0.00123,0.02069,0,0,0.18796,0,-992.2290496,0,16690.42198,0,780377.1391,0
-3,0,12500,0.66,5447.333543,194.7458657,-3,0.1312,0.02265,0,0,-0.34617,0,105837.7653,0,18271.53494,0,-1437237.467,0
-2,0,12500,0.66,5447.333543,194.7458657,-2,0.26358,0.02546,0,0,-0.88123,0,212627.4251,0,20538.33464,0,-3658713.27,0
-1,0,12500,0.66,5447.333543,194.7458657,-1,0.39583,0.02913,0,0,-1.41658,0,319312.2152,0,23498.88798,0,-5881393.103,0
0,0,12500,0.66,5447.333543,194.7458657,0,0.52785,0.03366,0,0,-1.95157,0,425811.4665,0,27153.19497,0,-8102578.279,0
1,0,12500,0.66,5447.333543,194.7458657,1,0.65957,0.03903,0,0,-2.48554,0,532068.7108,0,31485.12179,0,-10319528.59,0
2,0,12500,0.66,5447.333543,194.7458657,2,0.79089,0.04524,0,0,-3.01784,0,638003.2789,0,36494.66846,0,-12529545.36,0
3,0,12500,0.66,5447.333543,194.7458657,3,0.92174,0.05227,0,0,-3.54782,0,743558.7026,0,42165.70116,0,-14729929.89,0
4,0,12500,0.66,5447.333543,194.7458657,4,1.05203,0.06011,0,0,-4.07484,0,848662.3798,0,48490.15299,0,-16918025.01,0
5,0,12500,0.66,5447.333543,194.7458657,5,1.18168,0.06873,0,0,-4.59826,0,953249.7751,0,55443.82324,0,-19091173.57,0
6,0,12500,0.66,5447.333543,194.7458657,6,1.31061,0.07812,0,0,-5.11743,0,1057256.353,0,63018.64501,0,-21246676.86,0
7,0,12500,0.66,5447.333543,194.7458657,7,1.43874,0.08826,0,0,-5.63173,0,1160617.58,0,71198.48449,0,-23381960.77,0
8,0,12500,0.66,5447.333543,194.7458657,8,1.56599,0.09912,0,0,-6.14053,0,1263268.918,0,79959.14098,0,-25494409.63,0
9,0,12500,0.66,5447.333543,194.7458657,9,1.69228,0.11067,0,0,-6.64321,0,1365145.834,0,89276.41376,0,-27581449.32,0
10,0,12500,0.66,5447.333543,194.7458657,10,1.81754,0.12288,0,0,-7.13915,0,1466191.859,0,99126.10213,0,-29640505.71,0
11,0,12500,0.66,5447.333543,194.7458657,11,1.94169,0.13572,0,0,-7.62775,0,1566342.458,0,109484.0054,0,-31669087.69,0
12,0,12500,0.66,5447.333543,194.7458657,12,2.06467,0.14917,0,0,-8.10843,0,1665549.229,0,120333.9897,0,-33664787.22,0
13,0,12500,0.66,5447.333543,194.7458657,13,2.1864,0.16317,0,0,-8.58058,0,1763747.638,0,131627.6537,0,-35625071.68,0
-10,0,13000,0.66,5034.337662,194.7458657,-10,-0.79212,0.02659,0,0,3.33675,0,-590549.3259,0,19823.64613,0,12803277.07,0
-9,0,13000,0.66,5034.337662,194.7458657,-9,-0.66117,0.02346,0,0,2.82183,0,-492922.1555,0,17490.13683,0,10827503.21,0
-8,0,13000,0.66,5034.337662,194.7458657,-8,-0.52976,0.02116,0,0,2.3021,0,-394952.0412,0,15775.41753,0,8833273.141,0
-7,0,13000,0.66,5034.337662,194.7458657,-7,-0.39798,0.0197,0,0,1.77821,0,-296706.0808,0,14686.94354,0,6823080.94,0
-6,0,13000,0.66,5034.337662,194.7458657,-6,-0.26591,0.01908,0,0,1.2508,0,-198243.9166,0,14224.71486,0,4799382.323,0
-5,0,13000,0.66,5034.337662,194.7458657,-5,-0.13363,0.01931,0,0,0.7205,0,-99625.19116,0,14396.18679,0,2764594.63,0
-4,0,13000,0.66,5034.337662,194.7458657,-4,-0.00123,0.0204,0,0,0.18796,0,-917.0020588,0,15208.81463,0,721211.9454,0
-3,0,13000,0.66,5034.337662,194.7458657,-3,0.1312,0.02236,0,0,-0.34617,0,97813.55294,0,16670.05369,0,-1328271.649,0
-2,0,13000,0.66,5034.337662,194.7458657,-2,0.26358,0.02517,0,0,-0.88123,0,196506.8314,0,18764.99335,0,-3381323.7,0
-1,0,13000,0.66,5034.337662,194.7458657,-1,0.39583,0.02885,0,0,-1.41658,0,295103.191,0,21508.54423,0,-5435488.496,0
0,0,13000,0.66,5034.337662,194.7458657,0,0.52785,0.03337,0,0,-1.95157,0,393528.0787,0,24878.34041,0,-7488271.953,0
1,0,13000,0.66,5034.337662,194.7458657,1,0.65957,0.03874,0,0,-2.48554,0,491729.3073,0,28881.8372,0,-9537141.62,0
2,0,13000,0.66,5034.337662,194.7458657,2,0.79089,0.04495,0,0,-3.01784,0,589632.3238,0,33511.5793,0,-11579603.41,0
3,0,13000,0.66,5034.337662,194.7458657,3,0.92174,0.05198,0,0,-3.54782,0,687184.9412,0,38752.65611,0,-13613163.25,0
4,0,13000,0.66,5034.337662,194.7458657,4,1.05203,0.05982,0,0,-4.07484,0,784320.0618,0,44597.61233,0,-15635365.42,0
5,0,13000,0.66,5034.337662,194.7458657,5,1.18168,0.06844,0,0,-4.59826,0,880978.043,0,51024.08204,0,-17643754.2,0
6,0,13000,0.66,5034.337662,194.7458657,6,1.31061,0.07783,0,0,-5.11743,0,977099.2426,0,58024.60995,0,-19635835.53,0
7,0,13000,0.66,5034.337662,194.7458657,7,1.43874,0.08797,0,0,-5.63173,0,1072624.018,0,65584.28546,0,-21609230.42,0
8,0,13000,0.66,5034.337662,194.7458657,8,1.56599,0.09883,0,0,-6.14053,0,1167492.727,0,73680.74266,0,-23561521.53,0
9,0,13000,0.66,5034.337662,194.7458657,9,1.69228,0.11038,0,0,-6.64321,0,1261645.727,0,82291.61565,0,-25490329.9,0
10,0,13000,0.66,5034.337662,194.7458657,10,1.81754,0.12259,0,0,-7.13915,0,1355030.831,0,91394.53853,0,-27393276.55,0
11,0,13000,0.66,5034.337662,194.7458657,11,1.94169,0.13544,0,0,-7.62775,0,1447588.396,0,100974.6007,0,-29268059.25,0
12,0,13000,0.66,5034.337662,194.7458657,12,2.06467,0.14888,0,0,-8.10843,0,1539273.692,0,110994.5256,0,-31112452.52,0
13,0,13000,0.66,5034.337662,194.7458657,13,2.1864,0.16288,0,0,-8.58058,0,1630027.074,0,121431.9474,0,-32924115.74,0
-10,0,13500,0.66,4652.65354,194.7458657,-10,-0.79212,0.02632,0,0,3.33675,0,-545776.147,0,18134.66165,0,11832581.84,0
-9,0,13500,0.66,4652.65354,194.7458657,-9,-0.66117,0.0232,0,0,2.82183,0,-455550.6933,0,15984.96012,0,10006603.56,0
-8,0,13500,0.66,4652.65354,194.7458657,-8,-0.52976,0.0209,0,0,2.3021,0,-365008.2963,0,14400.24425,0,8163568.341,0
-7,0,13500,0.66,4652.65354,194.7458657,-7,-0.39798,0.01943,0,0,1.77821,0,-274210.9668,0,13387.4041,0,6305781.182,0
-6,0,13500,0.66,4652.65354,194.7458657,-6,-0.26591,0.01881,0,0,1.2508,0,-183213.8253,0,12960.21982,0,4435511.612,0
-5,0,13500,0.66,4652.65354,194.7458657,-5,-0.13363,0.01905,0,0,0.7205,0,-92071.99229,0,13125.58148,0,2554993.697,0
-4,0,13500,0.66,4652.65354,194.7458657,-4,-0.00123,0.02014,0,0,0.18796,0,-847.4784892,0,13876.599,0,666532.4293,0
-3,0,13500,0.66,4652.65354,194.7458657,-3,0.1312,0.02209,0,0,-0.34617,0,90397.70551,0,15220.16246,0,-1227567.201,0
-2,0,13500,0.66,4652.65354,194.7458657,-2,0.26358,0.02491,0,0,-0.88123,0,181608.4392,0,17163.16192,0,-3124964.741,0
-1,0,13500,0.66,4652.65354,194.7458657,-1,0.39583,0.02858,0,0,-1.41658,0,272729.6019,0,19691.81725,0,-5023390.661,0
0,0,13500,0.66,4652.65354,194.7458657,0,0.52785,0.03311,0,0,-1.95157,0,363692.2931,0,22813.01852,0,-6920539.971,0
1,0,13500,0.66,4652.65354,194.7458657,1,0.65957,0.03848,0,0,-2.48554,0,454448.2822,0,26512.98558,0,-8814072.219,0
2,0,13500,0.66,4652.65354,194.7458657,2,0.79089,0.04469,0,0,-3.01784,0,544928.6685,0,30791.71844,0,-10701682.41,0
3,0,13500,0.66,4652.65354,194.7458657,3,0.92174,0.05171,0,0,-3.54782,0,635085.2216,0,35628.54689,0,-12581065.56,0
4,0,13500,0.66,4652.65354,194.7458657,4,1.05203,0.05955,0,0,-4.07484,0,724855.9309,0,41030.361,0,-14449952.14,0
5,0,13500,0.66,4652.65354,194.7458657,5,1.18168,0.06817,0,0,-4.59826,0,814185.6757,0,46969.60049,0,-16306072.61,0
6,0,13500,0.66,4652.65354,194.7458657,6,1.31061,0.07757,0,0,-5.11743,0,903019.3355,0,53446.26537,0,-18147121.99,0
7,0,13500,0.66,4652.65354,194.7458657,7,1.43874,0.0877,0,0,-5.63173,0,991301.7899,0,60425.90529,0,-19970901.67,0
8,0,13500,0.66,4652.65354,194.7458657,8,1.56599,0.09856,0,0,-6.14053,0,1078977.918,0,67908.52024,0,-21775177.58,0
9,0,13500,0.66,4652.65354,194.7458657,9,1.69228,0.11011,0,0,-6.64321,0,1165992.6,0,75866.54996,0,-23557751.11,0
10,0,13500,0.66,4652.65354,194.7458657,10,1.81754,0.12233,0,0,-7.13915,0,1252297.604,0,84286.21429,0,-25316423.67,0
11,0,13500,0.66,4652.65354,194.7458657,11,1.94169,0.13517,0,0,-7.62775,0,1337837.811,0,93133.06291,0,-27049067.55,0
12,0,13500,0.66,4652.65354,194.7458657,12,2.06467,0.14861,0,0,-8.10843,0,1422571.88,0,102393.3157,0,-28753626.01,0
13,0,13500,0.66,4652.65354,194.7458657,13,2.1864,0.16261,0,0,-8.58058,0,1506444.69,0,112039.4123,0,-30427935.9,0
-10,0,0,0.68,32796.87199,231.3999119,-10,-0.80159,0.04651,0,0,3.36864,0,-3893207.699,0,225892.4015,0,84205829.79,0
-9,0,0,0.68,32796.87199,231.3999119,-9,-0.66899,0.04324,0,0,2.84761,0,-3249188.511,0,210010.4803,0,71181652.82,0
-8,0,0,0.68,32796.87199,231.3999119,-8,-0.53591,0.04083,0,0,2.32172,0,-2602838.032,0,198305.4559,0,58035990.53,0
-7,0,0,0.68,32796.87199,231.3999119,-7,-0.40245,0.03928,0,0,1.7916,0,-1954641.947,0,190777.3281,0,44784591.01,0
-6,0,0,0.68,32796.87199,231.3999119,-6,-0.26869,0.0386,0,0,1.2579,0,-1304988.806,0,187474.6656,0,31443702.29,0
-5,0,0,0.68,32796.87199,231.3999119,-5,-0.13471,0.03881,0,0,0.72127,0,-654267.1555,0,188494.6055,0,18029572.42,0
-4,0,0,0.68,32796.87199,231.3999119,-4,-0.0006,0.03991,0,0,0.18237,0,-2914.113973,0,193837.1478,0,4558699.409,0
-3,0,0,0.68,32796.87199,231.3999119,-3,0.13354,0.0419,0,0,-0.35815,0,648584.6332,0,203502.2924,0,-8952668.714,0
-2,0,0,0.68,32796.87199,231.3999119,-2,0.26764,0.04478,0,0,-0.89964,0,1299889.106,0,217490.0395,0,-22488283.91,0
-1,0,0,0.68,32796.87199,231.3999119,-1,0.4016,0.04855,0,0,-1.44142,0,1950513.619,0,235800.389,0,-36031148.23,0
0,0,0,0.68,32796.87199,231.3999119,0,0.53533,0.0532,0,0,-1.98284,0,2600021.055,0,258384.7723,0,-49565013.64,0
1,0,0,0.68,32796.87199,231.3999119,1,0.66876,0.05873,0,0,-2.52325,0,3248071.434,0,285243.1894,0,-63073632.09,0
2,0,0,0.68,32796.87199,231.3999119,2,0.80179,0.06513,0,0,-3.06198,0,3894179.071,0,316327.0718,0,-76540255.62,0
3,0,0,0.68,32796.87199,231.3999119,3,0.93433,0.07238,0,0,-3.59837,0,4537906.847,0,351539.2823,0,-89948386.21,0
4,0,0,0.68,32796.87199,231.3999119,4,1.06631,0.08046,0,0,-4.13178,0,5178914.784,0,390782.6838,0,-103282025.8,0
5,0,0,0.68,32796.87199,231.3999119,5,1.19763,0.08937,0,0,-4.66155,0,5816717.196,0,434057.2763,0,-116524676.4,0
6,0,0,0.68,32796.87199,231.3999119,6,1.32822,0.09907,0,0,-5.18704,0,6450974.102,0,481168.7855,0,-129660339.9,0
7,0,0,0.68,32796.87199,231.3999119,7,1.45799,0.10955,0,0,-5.70761,0,7081248.386,0,532068.6429,0,-142673018.2,0
8,0,0,0.68,32796.87199,231.3999119,8,1.58687,0.12077,0,0,-6.22262,0,7707200.067,0,586562.5742,0,-155546713.4,0
9,0,0,0.68,32796.87199,231.3999119,9,1.71476,0.13271,0,0,-6.73144,0,8328343.46,0,644553.4422,0,-168265677.2,0
10,0,0,0.68,32796.87199,231.3999119,10,1.84161,0.14534,0,0,-7.23346,0,8944435.723,0,705895.5414,0,-180814661.6,0
11,0,0,0.68,32796.87199,231.3999119,11,1.96732,0.15863,0,0,-7.72807,0,9554991.169,0,770443.1659,0,-193178418.3,0
12,0,0,0.68,32796.87199,231.3999119,12,2.09183,0.17254,0,0,-8.21465,0,10159718.39,0,838002.0415,0,-205341449.3,0
13,0,0,0.68,32796.87199,231.3999119,13,2.21506,0.18704,0,0,-8.69262,0,10758228.83,0,908426.4625,0,-217289256.2,0
-10,0,500,0.68,30898.75941,230.0912491,-10,-0.80159,0.04518,0,0,3.36864,0,-3667889.062,0,206733.1526,0,79332433.79,0
-9,0,500,0.68,30898.75941,230.0912491,-9,-0.66899,0.04192,0,0,2.84761,0,-3061142.359,0,191816.1522,0,67062028.53,0
-8,0,500,0.68,30898.75941,230.0912491,-8,-0.53591,0.0395,0,0,2.32172,0,-2452199.288,0,180742.7961,0,54677168.88,0
-7,0,500,0.68,30898.75941,230.0912491,-7,-0.40245,0.03795,0,0,1.7916,0,-1841517.425,0,173650.3573,0,42192691.52,0
-6,0,500,0.68,30898.75941,230.0912491,-6,-0.26869,0.03728,0,0,1.2579,0,-1229462.833,0,170584.5934,0,29623904.15,0
-5,0,500,0.68,30898.75941,230.0912491,-5,-0.13471,0.03749,0,0,0.72127,0,-616401.5713,0,171545.5045,0,16986114.43,0
-4,0,500,0.68,30898.75941,230.0912491,-4,-0.0006,0.03858,0,0,0.18237,0,-2745.460194,0,176533.0905,0,4294865.569,0
-3,0,500,0.68,30898.75941,230.0912491,-3,0.13354,0.04057,0,0,-0.35815,0,611047.9239,0,185638.8668,0,-8434534.756,0
-2,0,500,0.68,30898.75941,230.0912491,-2,0.26764,0.04345,0,0,-0.89964,0,1224658.277,0,198817.0757,0,-21186778.86,0
-1,0,500,0.68,30898.75941,230.0912491,-1,0.4016,0.04722,0,0,-1.44142,0,1837628.023,0,216067.7173,0,-33945852.54,0
0,0,500,0.68,30898.75941,230.0912491,0,0.53533,0.05188,0,0,-1.98284,0,2449545.343,0,237390.7915,0,-46696448.13,0
1,0,500,0.68,30898.75941,230.0912491,1,0.66876,0.05741,0,0,-2.52325,0,3060089.933,0,262694.7829,0,-59423257.92,0
2,0,500,0.68,30898.75941,230.0912491,2,0.80179,0.0638,0,0,-3.06198,0,3668804.215,0,291933.934,0,-72110503.23,0
3,0,500,0.68,30898.75941,230.0912491,3,0.93433,0.07105,0,0,-3.59837,0,4275276.372,0,325108.2447,0,-84742640.88,0
4,0,500,0.68,30898.75941,230.0912491,4,1.06631,0.07914,0,0,-4.13178,0,4879186.1,0,362126.1996,0,-97304598.67,0
5,0,500,0.68,30898.75941,230.0912491,5,1.19763,0.08804,0,0,-4.66155,0,5480075.821,0,402850.5258,0,-109780833.4,0
6,0,500,0.68,30898.75941,230.0912491,6,1.32822,0.09775,0,0,-5.18704,0,6077625.232,0,447281.2233,0,-122156273,0
7,0,500,0.68,30898.75941,230.0912491,7,1.45799,0.10822,0,0,-5.70761,0,6671422.515,0,495189.5037,0,-134415845.1,0
8,0,500,0.68,30898.75941,230.0912491,8,1.58687,0.11944,0,0,-6.22262,0,7261147.364,0,546529.6094,0,-146544477.6,0
