alpha,beta,altitude,Mach,q,v_tas,alpha-res,CL,CD,CY,Cl,Cm,Cn,L,Y,D,l_b,m_b,n_b
6,0,9500,0.2,798.6604341,60.32720039,6,1.1505,0.05449,0,0,-4.89826,0,123394.4827,0,5844.211529,0,-2484146.49,0
8,0,9500,0.2,798.6604341,60.32720039,8,1.37774,0.06767,0,0,-5.89978,0,147766.6359,0,7257.804995,0,-2992066.117,0
10,0,9500,0.2,798.6604341,60.32720039,10,1.60206,0.08243,0,0,-6.87715,0,171825.6106,0,8840.858072,0,-3487738.101,0
-6,0,10000,0.2,740.2147039,59.89263297,-6,-0.24799,0.01495,0,0,1.33979,0,-24651.24315,0,1486.092524,0,629749.2206,0
-4,0,10000,0.2,740.2147039,59.89263297,-4,-0.01319,0.01648,0,0,0.29821,0,-1311.141163,0,1638.180923,0,140169.3662,0
-2,0,10000,0.2,740.2147039,59.89263297,-2,0.22158,0.02009,0,0,-0.74941,0,22025.97869,0,1997.030021,0,-352249.5043,0
0,0,10000,0.2,740.2147039,59.89263297,0,0.45583,0.02574,0,0,-1.79796,0,45311.40838,0,2558.66365,0,-845105.5081,0
2,0,10000,0.2,740.2147039,59.89263297,2,0.68906,0.03341,0,0,-2.84234,0,68495.44579,0,3321.093728,0,-1336001.463,0
4,0,10000,0.2,740.2147039,59.89263297,4,0.92078,0.04301,0,0,-3.87745,0,91529.38289,0,4275.373877,0,-1822540.186,0
6,0,10000,0.2,740.2147039,59.89263297,6,1.1505,0.05445,0,0,-4.89826,0,114364.5116,0,5412.557721,0,-2302357.397,0
8,0,10000,0.2,740.2147039,59.89263297,8,1.37774,0.06763,0,0,-5.89978,0,136953.118,0,6722.704843,0,-2773107.619,0
10,0,10000,0.2,740.2147039,59.89263297,10,1.60206,0.08239,0,0,-6.87715,0,159251.4641,0,8189.910572,0,-3232506.477,0
-6,0,10500,0.2,685.2815181,59.45488931,-6,-0.24799,0.01491,0,0,1.33979,0,-22821.81269,0,1372.124792,0,583013.9547,0
-4,0,10500,0.2,685.2815181,59.45488931,-4,-0.01319,0.01645,0,0,0.29821,0,-1213.838096,0,1513.846602,0,129767.0467,0
-2,0,10500,0.2,685.2815181,59.45488931,-2,0.22158,0.02005,0,0,-0.74941,0,20391.37569,0,1845.144338,0,-326108.187,0
0,0,10500,0.2,685.2815181,59.45488931,0,0.45583,0.02571,0,0,-1.79796,0,41948.73535,0,2366.018002,0,-782388.1131,0
2,0,10500,0.2,685.2815181,59.45488931,2,0.68906,0.03337,0,0,-2.84234,0,63412.22732,0,3070.945964,0,-1236853.45,0
4,0,10500,0.2,685.2815181,59.45488931,4,0.92078,0.04297,0,0,-3.87745,0,84736.7583,0,3954.406594,0,-1687284.917,0
6,0,10500,0.2,685.2815181,59.45488931,6,1.1505,0.05441,0,0,-4.89826,0,105877.235,0,5007.197179,0,-2131493.692,0
8,0,10500,0.2,685.2815181,59.45488931,8,1.37774,0.06759,0,0,-5.89978,0,126789.4843,0,6220.115004,0,-2567308.362,0
10,0,10500,0.2,685.2815181,59.45488931,10,1.60206,0.08235,0,0,-6.87715,0,147433.0144,0,7578.435724,0,-2992614.08,0
-6,0,11000,0.2,633.6960054,59.0138987,-6,-0.24799,0.01488,0,0,1.33979,0,-21103.86922,0,1266.283213,0,539126.7741,0
-4,0,11000,0.2,633.6960054,59.0138987,-4,-0.01319,0.01641,0,0,0.29821,0,-1122.464757,0,1396.485721,0,119998.653,0
-2,0,11000,0.2,633.6960054,59.0138987,-2,0.22158,0.02001,0,0,-0.74941,0,18856.38672,0,1702.844563,0,-301559.9428,0
0,0,11000,0.2,633.6960054,59.0138987,0,0.45583,0.02567,0,0,-1.79796,0,38790.98636,0,2184.508742,0,-723492.7674,0
2,0,11000,0.2,633.6960054,59.0138987,2,0.68906,0.03333,0,0,-2.84234,0,58638.78434,0,2836.372278,0,-1143747.599,0
4,0,11000,0.2,633.6960054,59.0138987,4,0.92078,0.04293,0,0,-3.87745,0,78358.0818,0,3653.32919,0,-1560272.215,0
6,0,11000,0.2,633.6960054,59.0138987,6,1.1505,0.05438,0,0,-4.89826,0,97907.1799,0,4627.720507,0,-1971042.561,0
8,0,11000,0.2,633.6960054,59.0138987,8,1.37774,0.06755,0,0,-5.89978,0,117245.2308,0,5748.48327,0,-2374050.679,0
10,0,11000,0.2,633.6960054,59.0138987,10,1.60206,0.08232,0,0,-6.87715,0,136334.7906,0,7005.405519,0,-2767340.923,0
-6,0,11500,0.2,585.6516113,59.0138987,-6,-0.24799,0.01484,0,0,1.33979,0,-19503.85502,0,1167.13258,0,498252.2554,0
-4,0,11500,0.2,585.6516113,59.0138987,-4,-0.01319,0.01638,0,0,0.29821,0,-1037.363796,0,1288.250112,0,110900.8166,0
-2,0,11500,0.2,585.6516113,59.0138987,-2,0.22158,0.01998,0,0,-0.74941,0,17426.76799,0,1571.382004,0,-278696.8277,0
0,0,11500,0.2,585.6516113,59.0138987,0,0.45583,0.02564,0,0,-1.79796,0,35850.00295,0,2016.528258,0,-668640.3281,0
2,0,11500,0.2,585.6516113,59.0138987,2,0.68906,0.0333,0,0,-2.84234,0,54193.01721,0,2618.970007,0,-1057033.054,0
4,0,11500,0.2,585.6516113,59.0138987,4,0.92078,0.0429,0,0,-3.87745,0,72417.27337,0,3373.988388,0,-1441978.376,0
6,0,11500,0.2,585.6516113,59.0138987,6,1.1505,0.05434,0,0,-4.89826,0,90484.23403,0,4273.718624,0,-1821605.694,0
8,0,11500,0.2,585.6516113,59.0138987,8,1.37774,0.06752,0,0,-5.89978,0,108356.1483,0,5310.295942,0,-2194059.286,0
10,0,11500,0.2,585.6516113,59.0138987,10,1.60206,0.08228,0,0,-6.87715,0,125998.4111,0,6471.136702,0,-2557531.776,0
-6,0,12000,0.2,541.2497583,59.0138987,-6,-0.24799,0.01481,0,0,1.33979,0,-18025.14773,0,1076.464527,0,460476.6855,0
-4,0,12000,0.2,541.2497583,59.0138987,-4,-0.01319,0.01635,0,0,0.29821,0,-958.714862,0,1188.399393,0,102492.7432,0
-2,0,12000,0.2,541.2497583,59.0138987,-2,0.22158,0.01995,0,0,-0.74941,0,16105.53746,0,1450.065314,0,-257567.106,0
0,0,12000,0.2,541.2497583,59.0138987,0,0.45583,0.02561,0,0,-1.79796,0,33131.9936,0,1861.462291,0,-617946.5897,0
2,0,12000,0.2,541.2497583,59.0138987,2,0.68906,0.03327,0,0,-2.84234,0,50084.31105,0,2418.229223,0,-976892.873,0
4,0,12000,0.2,541.2497583,59.0138987,4,0.92078,0.04287,0,0,-3.87745,0,66926.87419,0,3116.005014,0,-1332653.12,0
6,0,12000,0.2,541.2497583,59.0138987,6,1.1505,0.05431,0,0,-4.89826,0,83624.06738,0,3947.521164,0,-1683498.555,0
8,0,12000,0.2,541.2497583,59.0138987,8,1.37774,0.06749,0,0,-5.89978,0,100141.0018,0,4905.509176,0,-2027714.149,0
10,0,12000,0.2,541.2497583,59.0138987,10,1.60206,0.08225,0,0,-6.87715,0,116445.6961,0,5978.339454,0,-2363629.552,0
-6,0,12500,0.2,500.2142831,59.0138987,-6,-0.24799,0.01478,0,0,1.33979,0,-16658.55035,0,992.8358974,0,425565.114,0
-4,0,12500,0.2,500.2142831,59.0138987,-4,-0.01319,0.01632,0,0,0.29821,0,-886.028788,0,1096.284293,0,94722.13754,0
-2,0,12500,0.2,500.2142831,59.0138987,-2,0.22158,0.01992,0,0,-0.74941,0,14884.47755,0,1338.11171,0,-238039.3585,0
0,0,12500,0.2,500.2142831,59.0138987,0,0.45583,0.02558,0,0,-1.79796,0,30620.05325,0,1718.31815,0,-571096.2557,0
2,0,12500,0.2,500.2142831,59.0138987,2,0.68906,0.03324,0,0,-2.84234,0,46287.11119,0,2232.873155,0,-902828.6121,0
4,0,12500,0.2,500.2142831,59.0138987,4,0.92078,0.04284,0,0,-3.87745,0,61852.73597,0,2877.746268,0,-1231616.486,0
6,0,12500,0.2,500.2142831,59.0138987,6,1.1505,0.05429,0,0,-4.89826,0,77284.01218,0,3646.891804,0,-1555862.169,0
8,0,12500,0.2,500.2142831,59.0138987,8,1.37774,0.06746,0,0,-5.89978,0,92548.69616,0,4531.577107,0,-1873980.66,0
10,0,12500,0.2,500.2142831,59.0138987,10,1.60206,0.08222,0,0,-6.87715,0,107617.2312,0,5523.069519,0,-2184428.249,0
-6,0,13000,0.2,462.2899598,59.0138987,-6,-0.24799,0.01476,0,0,1.33979,0,-15395.56313,0,916.32127,0,393300.4036,0
-4,0,13000,0.2,462.2899598,59.0138987,-4,-0.01319,0.01629,0,0,0.29821,0,-818.8534926,0,1011.305792,0,87540.66934,0
-2,0,13000,0.2,462.2899598,59.0138987,-2,0.22158,0.01989,0,0,-0.74941,0,13755.9937,0,1234.798785,0,-219992.1297,0
0,0,13000,0.2,462.2899598,59.0138987,0,0.45583,0.02555,0,0,-1.79796,0,28298.55857,0,1586.179434,0,-527797.9338,0
2,0,13000,0.2,462.2899598,59.0138987,2,0.68906,0.03321,0,0,-2.84234,0,42777.80043,0,2061.722857,0,-834379.6187,0
4,0,13000,0.2,462.2899598,59.0138987,4,0.92078,0.04281,0,0,-3.87745,0,57163.29939,0,2657.704171,0,-1138240.06,0
6,0,13000,0.2,462.2899598,59.0138987,6,1.1505,0.05426,0,0,-4.89826,0,71424.63558,0,3368.536051,0,-1437902.683,0
8,0,13000,0.2,462.2899598,59.0138987,8,1.37774,0.06743,0,0,-5.89978,0,85532.00993,0,4186.147916,0,-1731902.653,0
10,0,13000,0.2,462.2899598,59.0138987,10,1.60206,0.0822,0,0,-6.87715,0,99458.10663,0,5103.09,0,-2018813.3,0
-6,0,13500,0.2,427.2409128,59.0138987,-6,-0.24799,0.01473,0,0,1.33979,0,-14228.33074,0,845.1280767,0,363481.8795,0
-4,0,13500,0.2,427.2409128,59.0138987,-4,-0.01319,0.01627,0,0,0.29821,0,-756.7711698,0,933.4849836,0,80903.67244,0
-2,0,13500,0.2,427.2409128,59.0138987,-2,0.22158,0.01987,0,0,-0.74941,0,12713.06716,0,1140.033597,0,-203313.1725,0
0,0,13500,0.2,427.2409128,59.0138987,0,0.45583,0.02553,0,0,-1.79796,0,26153.07069,0,1464.773917,0,-487782.3242,0
2,0,13500,0.2,427.2409128,59.0138987,2,0.68906,0.03319,0,0,-2.84234,0,39534.55211,0,1904.263467,0,-771120.1647,0
4,0,13500,0.2,427.2409128,59.0138987,4,0.92078,0.04279,0,0,-3.87745,0,52829.39786,0,2455.059769,0,-1051943.076,0
6,0,13500,0.2,427.2409128,59.0138987,6,1.1505,0.05423,0,0,-4.89826,0,66009.49438,0,3111.425363,0,-1328886.431,0
8,0,13500,0.2,427.2409128,59.0138987,8,1.37774,0.06741,0,0,-5.89978,0,79047.30186,0,3867.622787,0,-1600596.454,0
10,0,13500,0.2,427.2409128,59.0138987,10,1.60206,0.08217,0,0,-6.87715,0,91917.57546,0,4714.472102,0,-1865754.639,0
-6,0,0,0.24,4085.4235,81.67055713,-6,-0.24921,0.01734,0,0,1.34448,0,-136725.4926,0,9513.342329,0,3487904.841,0
-4,0,0,0.24,4085.4235,81.67055713,-4,-0.01307,0.01886,0,0,0.2973,0,-7170.668065,0,10347.26853,0,771267.7833,0
-2,0,0,0.24,4085.4235,81.67055713,-2,0.22306,0.02249,0,0,-0.75596,0,122378.6701,0,12338.81597,0,-1961142.258,0
0,0,0,0.24,4085.4235,81.67055713,0,0.45866,0.02821,0,0,-1.81018,0,251637.2314,0,15477.01194,0,-4696042.771,0
2,0,0,0.24,4085.4235,81.67055713,2,0.69323,0.03598,0,0,-2.86021,0,380330.698,0,19739.91102,0,-7420073.415,0
4,0,0,0.24,4085.4235,81.67055713,4,0.92628,0.04572,0,0,-3.90094,0,508190.2383,0,25083.62234,0,-10119977.62,0
6,0,0,0.24,4085.4235,81.67055713,6,1.15731,0.05734,0,0,-4.9273,0,634941.5347,0,31458.76869,0,-12782602.58,0
8,0,0,0.24,4085.4235,81.67055713,8,1.38585,0.07072,0,0,-5.93429,0,760326.7282,0,38799.51381,0,-15394977.11,0
10,0,0,0.24,4085.4235,81.67055713,10,1.61143,0.08573,0,0,-6.917,0,884087.9602,0,47034.53506,0,-17944363.46,0
-6,0,500,0.24,3848.980411,81.20867617,-6,-0.24921,0.01717,0,0,1.34448,0,-128812.5314,0,8874.889304,0,3286043.028,0
-4,0,500,0.24,3848.980411,81.20867617,-4,-0.01307,0.0187,0,0,0.2973,0,-6755.667047,0,9665.721024,0,726630.8105,0
-2,0,500,0.24,3848.980411,81.20867617,-2,0.22306,0.02233,0,0,-0.75596,0,115296.0284,0,11542.00805,0,-1847641.532,0
0,0,500,0.24,3848.980411,81.20867617,0,0.45866,0.02805,0,0,-1.81018,0,237073.7757,0,14498.58154,0,-4424260.211,0
2,0,500,0.24,3848.980411,81.20867617,2,0.69323,0.03581,0,0,-2.86021,0,358319.1329,0,18509.59732,0,-6990638.112,0
4,0,500,0.24,3848.980411,81.20867617,4,0.92628,0.04555,0,0,-3.90094,0,478778.8273,0,23544.04239,0,-9534285.887,0
6,0,500,0.24,3848.980411,81.20867617,6,1.15731,0.05717,0,0,-4.9273,0,598194.417,0,29550.22839,0,-12042811.95,0
8,0,500,0.24,3848.980411,81.20867617,8,1.38585,0.07056,0,0,-5.93429,0,716322.9669,0,36471.29815,0,-14503995.8,0
10,0,500,0.24,3848.980411,81.20867617,10,1.61143,0.08556,0,0,-6.917,0,832921.5417,0,44224.55031,0,-16905836.92,0
-6,0,1000,0.24,3623.741935,80.74415316,-6,-0.24921,0.01702,0,0,1.34448,0,-121274.5511,0,8282.544281,0,3093747.084,0
-4,0,1000,0.24,3623.741935,80.74415316,-4,-0.01307,0.01854,0,0,0.2973,0,-6360.332183,0,9022.230962,0,684109.1038,0
-2,0,1000,0.24,3623.741935,80.74415316,-2,0.22306,0.02217,0,0,-0.75596,0,108549.0204,0,10788.71955,0,-1739519.402,0
0,0,1000,0.24,3623.741935,80.74415316,0,0.45866,0.02789,0,0,-1.81018,0,223200.4559,0,13572.27732,0,-4165356.938,0
2,0,1000,0.24,3623.741935,80.74415316,2,0.69323,0.03566,0,0,-2.86021,0,337350.6564,0,17353.43884,0,-6581552.976,0
4,0,1000,0.24,3623.741935,80.74415316,4,0.92628,0.0454,0,0,-3.90094,0,450761.1702,0,22093.27323,0,-8976349.033,0
6,0,1000,0.24,3623.741935,80.74415316,6,1.15731,0.05702,0,0,-4.9273,0,563188.6793,0,27747.98325,0,-11338078.67,0
8,0,1000,0.24,3623.741935,80.74415316,8,1.38585,0.0704,0,0,-5.93429,0,674404.4649,0,34259.17259,0,-13655236.51,0
10,0,1000,0.24,3623.741935,80.74415316,10,1.61143,0.08541,0,0,-6.917,0,784179.8079,0,41563.57856,0,-15916524.29,0
-6,0,1500,0.24,3409.297266,80.27694222,-6,-0.24921,0.01687,0,0,1.34448,0,-114097.8036,0,7723.726764,0,2910666.285,0
-4,0,1500,0.24,3409.297266,80.27694222,-4,-0.01307,0.01839,0,0,0.2973,0,-5983.942431,0,8419.640498,0,643625.1089,0
-2,0,1500,0.24,3409.297266,80.27694222,-2,0.22306,0.02202,0,0,-0.75596,0,102125.3404,0,10081.59237,0,-1636578.666,0
0,0,1500,0.24,3409.297266,80.27694222,0,0.45866,0.02774,0,0,-1.81018,0,209991.969,0,12700.42563,0,-3918860.745,0
2,0,1500,0.24,3409.297266,80.27694222,2,0.69323,0.03551,0,0,-2.86021,0,317387.0246,0,16257.82676,0,-6192071.889,0
4,0,1500,0.24,3409.297266,80.27694222,4,0.92628,0.04525,0,0,-3.90094,0,424086.1664,0,20717.16871,0,-8445149.453,0
6,0,1500,0.24,3409.297266,80.27694222,6,1.15731,0.05687,0,0,-4.9273,0,529860.4755,0,26037.24606,0,-10667117.39,0
8,0,1500,0.24,3409.297266,80.27694222,8,1.38585,0.07025,0,0,-5.93429,0,634494.768,0,32163.11827,0,-12847151.19,0
10,0,1500,0.24,3409.297266,80.27694222,10,1.61143,0.08526,0,0,-6.917,0,737773.8601,0,39035.26639,0,-14974621.18,0
-6,0,2000,0.24,3205.246153,79.80699616,-6,-0.24921,0.01672,0,0,1.34448,0,-107268.8937,0,7196.88577,0,2736458.919,0
-4,0,2000,0.24,3205.246153,79.80699616,-4,-0.01307,0.01825,0,0,0.2973,0,-5625.795276,0,7855.45247,0,605103.2641,0
-2,0,2000,0.24,3205.246153,79.80699616,-2,0.22306,0.02188,0,0,-0.75596,0,96012.9988,0,9417.934249,0,-1538627.19,0
0,0,2000,0.24,3205.246153,79.80699616,0,0.45866,0.0276,0,0,-1.81018,0,197423.6619,0,11880.02675,0,-3684311.559,0
2,0,2000,0.24,3205.246153,79.80699616,2,0.69323,0.03536,0,0,-2.86021,0,298390.9762,0,15220.20818,0,-5821467.901,0
4,0,2000,0.24,3205.246153,79.80699616,4,0.92628,0.0451,0,0,-3.90094,0,398704.0282,0,19412.65241,0,-7939695.685,0
6,0,2000,0.24,3205.246153,79.80699616,6,1.15731,0.05672,0,0,-4.9273,0,498147.5999,0,24414.31584,0,-10028675.79,0
8,0,2000,0.24,3205.246153,79.80699616,8,1.38585,0.07011,0,0,-5.93429,0,596519.3866,0,30177.85056,0,-12078231.58,0
10,0,2000,0.24,3205.246153,79.80699616,10,1.61143,0.08511,0,0,-6.917,0,693617.0835,0,36634.38684,0,-14078369.59,0
-6,0,2500,0.24,3011.198746,79.33426637,-6,-0.24921,0.01659,0,0,1.34448,0,-100774.7745,0,6708.613252,0,2570792.155,0
-4,0,2500,0.24,3011.198746,79.33426637,-4,-0.01307,0.01811,0,0,0.2973,0,-5285.206462,0,7323.266184,0,568469.9717,0
-2,0,2500,0.24,3011.198746,79.33426637,-2,0.22306,0.02174,0,0,-0.75596,0,90200.31778,0,8791.154436,0,-1445477.833,0
0,0,2500,0.24,3011.198746,79.33426637,0,0.45866,0.02746,0,0,-1.81018,0,185471.5222,0,11104.19047,0,-3461261.263,0
2,0,2500,0.24,3011.198746,79.33426637,2,0.69323,0.03523,0,0,-2.86021,0,280326.2185,0,14246.19921,0,-5469032.956,0
4,0,2500,0.24,3011.198746,79.33426637,4,0.92628,0.04497,0,0,-3.90094,0,374566.2618,0,18184.8305,0,-7459022.037,0
6,0,2500,0.24,3011.198746,79.33426637,6,1.15731,0.05659,0,0,-4.9273,0,467989.4637,0,22883.69041,0,-9421534.112,0
8,0,2500,0.24,3011.198746,79.33426637,8,1.38585,0.06997,0,0,-5.93429,0,560405.767,0,28294.25372,0,-11347008.64,0
10,0,2500,0.24,3011.198746,79.33426637,10,1.61143,0.08498,0,0,-6.917,0,651625.1147,0,34363.95143,0,-13226057.16,0
-6,0,3000,0.24,2826.775446,78.85870278,-6,-0.24921,0.01646,0,0,1.34448,0,-94602.74201,0,6248.389445,0,2413341.913,0
-4,0,3000,0.24,2826.775446,78.85870278,-4,-0.01307,0.01798,0,0,0.2973,0,-4961.509723,0,6825.397462,0,533653.5691,0
-2,0,3000,0.24,2826.775446,78.85870278,-2,0.22306,0.02161,0,0,-0.75596,0,84675.92646,0,8203.383712,0,-1356948.376,0
0,0,3000,0.24,2826.775446,78.85870278,0,0.45866,0.02733,0,0,-1.81018,0,174112.1691,0,10374.75599,0,-3249273.521,0
2,0,3000,0.24,2826.775446,78.85870278,2,0.69323,0.0351,0,0,-2.86021,0,263157.4128,0,13324.32986,0,-5134077.615,0
4,0,3000,0.24,2826.775446,78.85870278,4,0.92628,0.04484,0,0,-3.90094,0,351625.6485,0,17021.73649,0,-7002188.207,0
6,0,3000,0.24,2826.775446,78.85870278,6,1.15731,0.05646,0,0,-4.9273,0,439327.071,0,21432.81094,0,-8844504.646,0
8,0,3000,0.24,2826.775446,78.85870278,8,1.38585,0.06984,0,0,-5.93429,0,526083.2632,0,26511.99993,0,-10652051.93,0
10,0,3000,0.24,2826.775446,78.85870278,10,1.61143,0.08485,0,0,-6.917,0,611715.8082,0,32209.95409,0,-12416016.61,0
-6,0,3500,0.24,2651.606755,78.38025382,-6,-0.24921,0.01634,0,0,1.34448,0,-88740.4304,0,5818.460867,0,2263792.734,0
-4,0,3500,0.24,2651.606755,78.38025382,-4,-0.01307,0.01786,0,0,0.2973,0,-4654.05652,0,6359.713041,0,500584.3002,0
-2,0,3500,0.24,2651.606755,78.38025382,-2,0.22306,0.02149,0,0,-0.75596,0,79428.75649,0,7652.308692,0,-1272861.445,0
0,0,3500,0.24,2651.606755,78.38025382,0,0.45866,0.02721,0,0,-1.81018,0,163322.8434,0,9689.126083,0,-3047923.608,0
2,0,3500,0.24,2651.606755,78.38025382,2,0.69323,0.03498,0,0,-2.86021,0,246850.1608,0,12455.92173,0,-4815930.781,0
4,0,3500,0.24,2651.606755,78.38025382,4,0.92628,0.04472,0,0,-3.90094,0,329836.2259,0,15924.20869,0,-6568278.91,0
6,0,3500,0.24,2651.606755,78.38025382,6,1.15731,0.05634,0,0,-4.9273,0,412102.9955,0,20061.93912,0,-8296431.29,0
8,0,3500,0.24,2651.606755,78.38025382,8,1.38585,0.06972,0,0,-5.93429,0,493483.1085,0,24826.3826,0,-9991969.078,0
10,0,3500,0.24,2651.606755,78.38025382,10,1.61143,0.08473,0,0,-6.917,0,573809.2041,0,30171.24781,0,-11646624.97,0
-6,0,4000,0.24,2485.333118,77.89886631,-6,-0.24921,0.01622,0,0,1.34448,0,-83175.80659,0,5413.55316,0,2121837.654,0
-4,0,4000,0.24,2485.333118,77.89886631,-4,-0.01307,0.01774,0,0,0.2973,0,-4362.21577,0,5920.86517,0,469194.2866,0
-2,0,4000,0.24,2485.333118,77.89886631,-2,0.22306,0.02138,0,0,-0.75596,0,74448.03747,0,7135.74393,0,-1193044.443,0
0,0,4000,0.24,2485.333118,77.89886631,0,0.45866,0.0271,0,0,-1.81018,0,153081.399,0,9044.839126,0,-2856798.23,0
2,0,4000,0.24,2485.333118,77.89886631,2,0.69323,0.03486,0,0,-2.86021,0,231370.9899,0,11634.80044,0,-4513939.423,0
4,0,4000,0.24,2485.333118,77.89886631,4,0.92628,0.0446,0,0,-3.90094,0,309153.2688,0,14885.6024,0,-6156403.5,0
6,0,4000,0.24,2485.333118,77.89886631,6,1.15731,0.05622,0,0,-4.9273,0,386261.3568,0,18763.86921,0,-7776189.063,0
8,0,4000,0.24,2485.333118,77.89886631,8,1.38585,0.0696,0,0,-5.93429,0,462538.3876,0,23229.54993,0,-9365405.191,0
10,0,4000,0.24,2485.333118,77.89886631,10,1.61143,0.08461,0,0,-6.917,0,537827.4949,0,28239.25603,0,-10916303,0
-6,0,4500,0.24,2327.60478,77.41448544,-6,-0.24921,0.01611,0,0,1.34448,0,-77897.16541,0,5035.605853,0,1987178.069,0
-4,0,4500,0.24,2327.60478,77.41448544,-4,-0.01307,0.01763,0,0,0.2973,0,-4085.373588,0,5510.721986,0,439417.4996,0
-2,0,4500,0.24,2327.60478,77.41448544,-2,0.22306,0.02127,0,0,-0.75596,0,69723.29247,0,6648.500093,0,-1117329.475,0
0,0,4500,0.24,2327.60478,77.41448544,0,0.45866,0.02699,0,0,-1.81018,0,143366.293,0,8436.437119,0,-2675495.356,0
2,0,4500,0.24,2327.60478,77.41448544,2,0.69323,0.03475,0,0,-2.86021,0,216687.3399,0,10862.03001,0,-4227468.303,0
4,0,4500,0.24,2327.60478,77.41448544,4,0.92628,0.04449,0,0,-3.90094,0,289533.2706,0,13906.52417,0,-5765695.596,0
6,0,4500,0.24,2327.60478,77.41448544,6,1.15731,0.05611,0,0,-4.9273,0,361747.797,0,17538.66198,0,-7282683.638,0
8,0,4500,0.24,2327.60478,77.41448544,8,1.38585,0.06949,0,0,-5.93429,0,433184.0082,0,21720.93425,0,-8771042.292,0
10,0,4500,0.24,2327.60478,77.41448544,10,1.61143,0.0845,0,0,-6.917,0,503694.9932,0,26412.70606,0,-10223514.44,0
-6,0,5000,0.24,2178.08163,76.92705467,-6,-0.24921,0.01601,0,0,1.34448,0,-72893.12448,0,4682.873572,0,1859523.611,0
-4,0,5000,0.24,2178.08163,76.92705467,-4,-0.01307,0.01753,0,0,0.2973,0,-3822.933016,0,5127.46869,0,411189.7311,0
-2,0,5000,0.24,2178.08163,76.92705467,-2,0.22306,0.02116,0,0,-0.75596,0,65244.33348,0,6189.23203,0,-1045553.276,0
0,0,5000,0.24,2178.08163,76.92705467,0,0.45866,0.02688,0,0,-1.81018,0,134156.5767,0,7862.313656,0,-2503624.041,0
2,0,5000,0.24,2178.08163,76.92705467,2,0.69323,0.03465,0,0,-2.86021,0,202767.5482,0,10135.0137,0,-3955899.7,0
4,0,5000,0.24,2178.08163,76.92705467,4,0.92628,0.04439,0,0,-3.90094,0,270933.9246,0,12983.93241,0,-5395312.713,0
6,0,5000,0.24,2178.08163,76.92705467,6,1.15731,0.05601,0,0,-4.9273,0,338509.4575,0,16382.74508,0,-6814850.864,0
8,0,5000,0.24,2178.08163,76.92705467,8,1.38585,0.06939,0,0,-5.93429,0,405356.6734,0,20296.3521,0,-8207598.753,0
10,0,5000,0.24,2178.08163,76.92705467,10,1.61143,0.0844,0,0,-6.917,0,471338.0987,0,24686.72889,0,-9566765.455,0
-6,0,5500,0.24,2036.433052,76.43651564,-6,-0.24921,0.01591,0,0,1.34448,0,-68152.61924,0,4350.981791,0,1738592.022,0
-4,0,5500,0.24,2036.433052,76.43651564,-4,-0.01307,0.01743,0,0,0.2973,0,-3574.313766,0,4766.66327,0,384448.566,0
-2,0,5500,0.24,2036.433052,76.43651564,-2,0.22306,0.02106,0,0,-0.75596,0,61001.25697,0,5759.376274,0,-977557.1407,0
0,0,5500,0.24,2036.433052,76.43651564,0,0.45866,0.02678,0,0,-1.81018,0,125431.8861,0,7323.651311,0,-2340804.256,0
2,0,5500,0.24,2036.433052,76.43651564,2,0.69323,0.03455,0,0,-2.86021,0,189580.8364,0,9448.549396,0,-3698633.141,0
4,0,5500,0.24,2036.433052,76.43651564,4,0.92628,0.04429,0,0,-3.90094,0,253314.1052,0,12112.19255,0,-5044435.886,0
6,0,5500,0.24,2036.433052,76.43651564,6,1.15731,0.05591,0,0,-4.9273,0,316494.9552,0,15289.96807,0,-6371656.304,0
8,0,5500,0.24,2036.433052,76.43651564,8,1.38585,0.06929,0,0,-5.93429,0,378994.8532,0,18949.05898,0,-7673828.727,0
10,0,5500,0.24,2036.433052,76.43651564,10,1.61143,0.0843,0,0,-6.917,0,440685.2664,0,23053.91358,0,-8944603.871,0
-6,0,6000,0.24,1902.33778,75.94280813,-6,-0.24921,0.01581,0,0,1.34448,0,-63664.89791,0,4038.931166,0,1624109.019,0
-4,0,6000,0.24,1902.33778,75.94280813,-4,-0.01307,0.01734,0,0,0.2973,0,-3338.951951,0,4429.795473,0,359133.3536,0
-2,0,6000,0.24,1902.33778,75.94280813,-2,0.22306,0.02097,0,0,-0.75596,0,56984.43934,0,5357.1402,0,-913186.8482,0
0,0,6000,0.24,1902.33778,75.94280813,0,0.45866,0.02669,0,0,-1.81018,0,117172.4332,0,6818.410678,0,-2186666.714,0
2,0,6000,0.24,1902.33778,75.94280813,2,0.69323,0.03445,0,0,-2.86021,0,177097.2962,0,8800.833566,0,-3455085.13,0
4,0,6000,0.24,1902.33778,75.94280813,4,0.92628,0.04419,0,0,-3.90094,0,236633.8495,0,11289.08085,0,-4712269.305,0
6,0,6000,0.24,1902.33778,75.94280813,6,1.15731,0.05581,0,0,-4.9273,0,295654.3598,0,14257.60584,0,-5952094.763,0
8,0,6000,0.24,1902.33778,75.94280813,8,1.38585,0.0692,0,0,-5.93429,0,354038.7575,0,17678.30719,0,-7168521.59,0
10,0,6000,0.24,1902.33778,75.94280813,10,1.61143,0.0842,0,0,-6.917,0,411666.9734,0,21510.3102,0,-8355618.59,0
