alpha,beta,altitude,Mach,q,v_tas,alpha-res,CL,CD,CY,Cl,Cm,Cn,L,Y,D,l_b,m_b,n_b
-6,0,6500,0.24,1775.483741,75.44586994,-6,-0.24921,0.01573,0,0,1.34448,0,-59419.51651,0,3750.527646,0,1515808.174,0
-4,0,6500,0.24,1775.483741,75.44586994,-4,-0.01307,0.01725,0,0,0.2973,0,-3116.299831,0,4112.943541,0,335185.1795,0
-2,0,6500,0.24,1775.483741,75.44586994,-2,0.22306,0.02088,0,0,-0.75596,0,53184.53253,0,4978.449921,0,-852292.5943,0
0,0,6500,0.24,1775.483741,75.44586994,0,0.45866,0.0266,0,0,-1.81018,0,109358.9962,0,6342.278156,0,-2040852.702,0
2,0,6500,0.24,1775.483741,75.44586994,2,0.69323,0.03437,0,0,-2.86021,0,165287.8754,0,8194.890985,0,-3224688.874,0
4,0,6500,0.24,1775.483741,75.44586994,4,0.92628,0.04411,0,0,-3.90094,0,220854.3387,0,10517.21389,0,-4398039.94,0
6,0,6500,0.24,1775.483741,75.44586994,6,1.15731,0.05573,0,0,-4.9273,0,275939.1704,0,13287.78803,0,-5555189.825,0
8,0,6500,0.24,1775.483741,75.44586994,8,1.38585,0.06911,0,0,-5.93429,0,330430.3076,0,16478.00163,0,-6690501.375,0
10,0,6500,0.24,1775.483741,75.44586994,10,1.61143,0.08412,0,0,-6.917,0,384215.6875,0,20056.85859,0,-7798438.905,0
-6,0,7000,0.24,1655.567914,74.9456368,-6,-0.24921,0.01564,0,0,1.34448,0,-55406.33392,0,3477.208228,0,1413430.785,0
-4,0,7000,0.24,1655.567914,74.9456368,-4,-0.01307,0.01717,0,0,0.2973,0,-2905.825546,0,3817.369902,0,312546.8376,0
-2,0,7000,0.24,1655.567914,74.9456368,-2,0.22306,0.0208,0,0,-0.75596,0,49592.45955,0,4624.42015,0,-794728.9182,0
0,0,7000,0.24,1655.567914,74.9456368,0,0.45866,0.02652,0,0,-1.81018,0,101972.9109,0,5896.135691,0,-1903013.907,0
2,0,7000,0.24,1655.567914,74.9456368,2,0.69323,0.03428,0,0,-2.86021,0,154124.3644,0,7621.400131,0,-3006894.015,0
4,0,7000,0.24,1655.567914,74.9456368,4,0.92628,0.04402,0,0,-3.90094,0,205937.8796,0,9786.873798,0,-4100997.177,0
6,0,7000,0.24,1655.567914,74.9456368,6,1.15731,0.05564,0,0,-4.9273,0,257302.2925,0,12370.3239,0,-5179993.384,0
8,0,7000,0.24,1655.567914,74.9456368,8,1.38585,0.06903,0,0,-5.93429,0,308113.1089,0,15347.29437,0,-6238626.213,0
10,0,7000,0.24,1655.567914,74.9456368,10,1.61143,0.08403,0,0,-6.917,0,358265.8347,0,18682.21275,0,-7271733.858,0
-6,0,7500,0.24,1542.296179,74.44204228,-6,-0.24921,0.01556,0,0,1.34448,0,-51615.5069,0,3222.732985,0,1316725.747,0
-4,0,7500,0.24,1542.296179,74.44204228,-4,-0.01307,0.01709,0,0,0.2973,0,-2707.012861,0,3539.621255,0,291162.8024,0
-2,0,7500,0.24,1542.296179,74.44204228,-2,0.22306,0.02072,0,0,-0.75596,0,46199.41001,0,4291.454207,0,-740354.632,0
0,0,7500,0.24,1542.296179,74.44204228,0,0.45866,0.02644,0,0,-1.81018,0,94996.06113,0,5476.160677,0,-1772812.249,0
2,0,7500,0.24,1542.296179,74.44204228,2,0.69323,0.0342,0,0,-2.86021,0,143579.3822,0,7083.38484,0,-2801166.361,0
4,0,7500,0.24,1542.296179,74.44204228,4,0.92628,0.04394,0,0,-3.90094,0,191847.8862,0,9100.699703,0,-3820412.453,0
6,0,7500,0.24,1542.296179,74.44204228,6,1.15731,0.05556,0,0,-4.9273,0,239698.0149,0,11507.39362,0,-4825585.187,0
8,0,7500,0.24,1542.296179,74.44204228,8,1.38585,0.06895,0,0,-5.93429,0,287032.4234,0,14280.68376,0,-5811787.779,0
10,0,7500,0.24,1542.296179,74.44204228,10,1.61143,0.08395,0,0,-6.917,0,333753.767,0,17387.4315,0,-6774211.585,0
-6,0,8000,0.24,1435.383168,73.9350177,-6,-0.24921,0.01549,0,0,1.34448,0,-48037.48515,0,2985.837827,0,1225449.43,0
-4,0,8000,0.24,1435.383168,73.9350177,-4,-0.01307,0.01701,0,0,0.2973,0,-2519.360904,0,3278.831597,0,270979.2006,0
-2,0,8000,0.24,1435.383168,73.9350177,-2,0.22306,0.02064,0,0,-0.75596,0,42996.83575,0,3978.546982,0,-689032.7496,0
0,0,8000,0.24,1435.383168,73.9350177,0,0.45866,0.02636,0,0,-1.81018,0,88410.8701,0,5081.128801,0,-1649919.708,0
2,0,8000,0.24,1435.383168,73.9350177,2,0.69323,0.03413,0,0,-2.86021,0,133626.3626,0,6578.866691,0,-2606987.619,0
4,0,8000,0.24,1435.383168,73.9350177,4,0.92628,0.04387,0,0,-3.90094,0,178548.8614,0,8456.339928,0,-3555578.886,0
6,0,8000,0.24,1435.383168,73.9350177,6,1.15731,0.05549,0,0,-4.9273,0,223081.9868,0,10696.2002,0,-4491072.368,0
8,0,8000,0.24,1435.383168,73.9350177,8,1.38585,0.06887,0,0,-5.93429,0,267135.1422,0,13275.31641,0,-5408910.73,0
10,0,8000,0.24,1435.383168,73.9350177,10,1.61143,0.08388,0,0,-6.917,0,310617.7308,0,16168.62989,0,-6304618.669,0
-6,0,8500,0.24,1334.55212,73.42449201,-6,-0.24921,0.01542,0,0,1.34448,0,-44663.00642,0,2763.547045,0,1139365.552,0
-4,0,8500,0.24,1334.55212,73.42449201,-4,-0.01307,0.01694,0,0,0.2973,0,-2342.383909,0,3035.958945,0,251943.7838,0
-2,0,8500,0.24,1334.55212,73.42449201,-2,0.22306,0.02057,0,0,-0.75596,0,39976.44642,0,3686.521576,0,-640630.4165,0
0,0,8500,0.24,1334.55212,73.42449201,0,0.45866,0.02629,0,0,-1.81018,0,82200.29102,0,4711.650571,0,-1534018.159,0
2,0,8500,0.24,1334.55212,73.42449201,2,0.69323,0.03406,0,0,-2.86021,0,124239.5407,0,6104.177195,0,-2423855.129,0
4,0,8500,0.24,1334.55212,73.42449201,4,0.92628,0.0438,0,0,-3.90094,0,166006.3785,0,7849.763979,0,-3305810.912,0
6,0,8500,0.24,1334.55212,73.42449201,6,1.15731,0.05542,0,0,-4.9273,0,207411.1952,0,9932.281272,0,-4175588.988,0
8,0,8500,0.24,1334.55212,73.42449201,8,1.38585,0.0688,0,0,-5.93429,0,248369.7582,0,12330.22287,0,-5028952.159,0
10,0,8500,0.24,1334.55212,73.42449201,10,1.61143,0.08381,0,0,-6.917,0,288797.8349,0,15020.29039,0,-5861739.498,0
-6,0,9000,0.24,1239.534735,72.91039165,-6,-0.24921,0.01535,0,0,1.34448,0,-41483.09158,0,2555.136053,0,1058245.051,0
-4,0,9000,0.24,1239.534735,72.91039165,-4,-0.01307,0.01687,0,0,0.2973,0,-2175.610958,0,2808.152782,0,234005.901,0
-2,0,9000,0.24,1239.534735,72.91039165,-2,0.22306,0.02051,0,0,-0.75596,0,37130.20508,0,3414.061267,0,-595018.8392,0
0,0,9000,0.24,1239.534735,72.91039165,0,0.45866,0.02623,0,0,-1.81018,0,76347.79817,0,4366.20317,0,-1424799.199,0
2,0,9000,0.24,1239.534735,72.91039165,2,0.69323,0.03399,0,0,-2.86021,0,115393.9391,0,5657.920159,0,-2251281.594,0
4,0,9000,0.24,1239.534735,72.91039165,4,0.92628,0.04373,0,0,-3.90094,0,154187.0634,0,7279.224729,0,-3070443.926,0
6,0,9000,0.24,1239.534735,72.91039165,6,1.15731,0.05535,0,0,-4.9273,0,192643.9417,0,9213.471044,0,-3878295.58,0
8,0,9000,0.24,1239.534735,72.91039165,8,1.38585,0.06873,0,0,-5.93429,0,230686.3387,0,11440.6841,0,-4670901.036,0
10,0,9000,0.24,1239.534735,72.91039165,10,1.61143,0.08374,0,0,-6.917,0,268236.0189,0,13939.2243,0,-5444395.617,0
-6,0,9500,0.24,1150.071025,72.39264047,-6,-0.24921,0.01529,0,0,1.34448,0,-38489.03974,0,2361.451858,0,981865.9671,0
-4,0,9500,0.24,1150.071025,72.39264047,-4,-0.01307,0.01681,0,0,0.2973,0,-2018.585728,0,2596.207046,0,217116.4703,0
-2,0,9500,0.24,1150.071025,72.39264047,-2,0.22306,0.02044,0,0,-0.75596,0,34450.32384,0,3156.839502,0,-552073.2153,0
0,0,9500,0.24,1150.071025,72.39264047,0,0.45866,0.02616,0,0,-1.81018,0,70837.37798,0,4040.260341,0,-1321963.983,0
2,0,9500,0.24,1150.071025,72.39264047,2,0.69323,0.03393,0,0,-2.86021,0,107065.3546,0,5240.291795,0,-2088794.819,0
4,0,9500,0.24,1150.071025,72.39264047,4,0.92628,0.04367,0,0,-3.90094,0,143058.576,0,6744.578329,0,-2848833.918,0
6,0,9500,0.24,1150.071025,72.39264047,6,1.15731,0.05529,0,0,-4.9273,0,178739.8202,0,8539.219964,0,-3598378.689,0
8,0,9500,0.24,1150.071025,72.39264047,8,1.38585,0.06867,0,0,-5.93429,0,214036.4982,0,10605.6834,0,-4333777.661,0
10,0,9500,0.24,1150.071025,72.39264047,10,1.61143,0.08368,0,0,-6.917,0,248876.0215,0,12923.89088,0,-5051445.09,0
-6,0,10000,0.24,1065.909174,71.87115957,-6,-0.24921,0.01523,0,0,1.34448,0,-35672.4234,0,2180.053001,0,910013.3112,0
-4,0,10000,0.24,1065.909174,71.87115957,-4,-0.01307,0.01675,0,0,0.2973,0,-1870.866232,0,2397.628875,0,201227.9524,0
-2,0,10000,0.24,1065.909174,71.87115957,-2,0.22306,0.02038,0,0,-0.75596,0,31929.25951,0,2917.234416,0,-511672.6636,0
0,0,10000,0.24,1065.909174,71.87115957,0,0.45866,0.02611,0,0,-1.81018,0,65653.51998,0,3737.438204,0,-1225223.057,0
2,0,10000,0.24,1065.909174,71.87115957,2,0.69323,0.03387,0,0,-2.86021,0,99230.34417,0,4848.220298,0,-1935937.443,0
4,0,10000,0.24,1065.909174,71.87115957,4,0.92628,0.04361,0,0,-3.90094,0,132589.5925,0,6242.423596,0,-2640357.109,0
6,0,10000,0.24,1065.909174,71.87115957,6,1.15731,0.05523,0,0,-4.9273,0,165659.6939,0,7905.733896,0,-3335050.42,0
8,0,10000,0.24,1065.909174,71.87115957,8,1.38585,0.06861,0,0,-5.93429,0,198373.3717,0,9820.974155,0,-4016633.117,0
10,0,10000,0.24,1065.909174,71.87115957,10,1.61143,0.08362,0,0,-6.917,0,230663.3491,0,11969.53591,0,-4681781.859,0
-6,0,10500,0.24,986.805386,71.34586717,-6,-0.24921,0.01518,0,0,1.34448,0,-33025.08357,0,2011.639856,0,842478.9457,0
-4,0,10500,0.24,986.805386,71.34586717,-4,-0.01307,0.0167,0,0,0.2973,0,-1732.024567,0,2213.06888,0,186294.3224,0
-2,0,10500,0.24,986.805386,71.34586717,-2,0.22306,0.02033,0,0,-0.75596,0,29559.70925,0,2694.113194,0,-473700.1546,0
0,0,10500,0.24,986.805386,71.34586717,0,0.45866,0.02605,0,0,-1.81018,0,60781.20794,0,3452.122415,0,-1134296.187,0
2,0,10500,0.24,986.805386,71.34586717,2,0.69323,0.03381,0,0,-2.86021,0,91866.21197,0,4480.470589,0,-1792266.68,0
4,0,10500,0.24,986.805386,71.34586717,4,0.92628,0.04355,0,0,-3.90094,0,122749.787,0,5771.206571,0,-2444409.6,0
6,0,10500,0.24,986.805386,71.34586717,6,1.15731,0.05517,0,0,-4.9273,0,153365.6734,0,7311.07845,0,-3087547.981,0
8,0,10500,0.24,986.805386,71.34586717,8,1.38585,0.06856,0,0,-5.93429,0,183651.5873,0,9085.509127,0,-3718548.72,0
10,0,10500,0.24,986.805386,71.34586717,10,1.61143,0.08357,0,0,-6.917,0,213545.2446,0,11074.62074,0,-4334335.109,0
-6,0,11000,0.24,912.5222478,70.81667844,-6,-0.24921,0.01512,0,0,1.34448,0,-30539.0748,0,1852.858276,0,779060.1796,0
-4,0,11000,0.24,912.5222478,70.81667844,-4,-0.01307,0.01665,0,0,0.2973,0,-1601.644026,0,2040.349887,0,172270.76,0
-2,0,11000,0.24,912.5222478,70.81667844,-2,0.22306,0.02028,0,0,-0.75596,0,27334.56131,0,2485.182926,0,-438041.7212,0
0,0,11000,0.24,912.5222478,70.81667844,0,0.45866,0.026,0,0,-1.81018,0,56205.81857,0,3186.131956,0,-1048910.475,0
2,0,11000,0.24,912.5222478,70.81667844,2,0.69323,0.03376,0,0,-2.86021,0,84950.85599,0,4137.069801,0,-1657351.33,0
4,0,11000,0.24,912.5222478,70.81667844,4,0.92628,0.0435,0,0,-3.90094,0,113509.6272,0,5330.643849,0,-2260403.291,0
6,0,11000,0.24,912.5222478,70.81667844,6,1.15731,0.05512,0,0,-4.9273,0,141820.8605,0,6754.599747,0,-2855128.543,0
8,0,11000,0.24,912.5222478,70.81667844,8,1.38585,0.06851,0,0,-5.93429,0,169826.9604,0,8395.457704,0,-3438629.83,0
10,0,11000,0.24,912.5222478,70.81667844,10,1.61143,0.08351,0,0,-6.917,0,197470.3315,0,10233.61076,0,-4008062.048,0
-6,0,11500,0.24,843.3383202,70.81667844,-6,-0.24921,0.01508,0,0,1.34448,0,-28223.71959,0,1707.851577,0,719994.8328,0
-4,0,11500,0.24,843.3383202,70.81667844,-4,-0.01307,0.0166,0,0,0.2973,0,-1480.213535,0,1879.995767,0,159209.8535,0
-2,0,11500,0.24,843.3383202,70.81667844,-2,0.22306,0.02023,0,0,-0.75596,0,25262.15999,0,2291.103275,0,-404831.0825,0
0,0,11500,0.24,843.3383202,70.81667844,0,0.45866,0.02595,0,0,-1.81018,0,51944.50956,0,2938.909046,0,-969386.1168,0
2,0,11500,0.24,843.3383202,70.81667844,2,0.69323,0.03371,0,0,-2.86021,0,78510.20878,0,3817.750441,0,-1531697.326,0
4,0,11500,0.24,843.3383202,70.81667844,4,0.92628,0.04345,0,0,-3.90094,0,104903.7638,0,4920.832295,0,-2089028.206,0
6,0,11500,0.24,843.3383202,70.81667844,6,1.15731,0.05507,0,0,-4.9273,0,131068.5483,0,6236.829332,0,-2638663.676,0
8,0,11500,0.24,843.3383202,70.81667844,8,1.38585,0.06846,0,0,-5.93429,0,156951.3334,0,7753.283749,0,-3177926.14,0
10,0,11500,0.24,843.3383202,70.81667844,10,1.61143,0.08347,0,0,-6.917,0,182498.8903,0,9453.207632,0,-3704186.197,0
-6,0,12000,0.24,779.3996519,70.81667844,-6,-0.24921,0.01503,0,0,1.34448,0,-26083.90571,0,1573.135519,0,665407.5934,0
-4,0,12000,0.24,779.3996519,70.81667844,-4,-0.01307,0.01655,0,0,0.2973,0,-1367.989437,0,1732.2284,0,147139.1746,0
-2,0,12000,0.24,779.3996519,70.81667844,-2,0.22306,0.02018,0,0,-0.75596,0,23346.88017,0,2112.167317,0,-374138.3466,0
0,0,12000,0.24,779.3996519,70.81667844,0,0.45866,0.02591,0,0,-1.81018,0,48006.2766,0,2711.905609,0,-895890.9894,0
2,0,12000,0.24,779.3996519,70.81667844,2,0.69323,0.03367,0,0,-2.86021,0,72557.86667,0,3524.116629,0,-1415569.925,0
4,0,12000,0.24,779.3996519,70.81667844,4,0.92628,0.04341,0,0,-3.90094,0,96950.36386,0,4543.567059,0,-1930646.121,0
6,0,12000,0.24,779.3996519,70.81667844,6,1.15731,0.05503,0,0,-4.9273,0,121131.435,0,5759.790262,0,-2438610.344,0
8,0,12000,0.24,779.3996519,70.81667844,8,1.38585,0.06841,0,0,-5.93429,0,145051.8869,0,7160.226273,0,-2936988.001,0
10,0,12000,0.24,779.3996519,70.81667844,10,1.61143,0.08342,0,0,-6.917,0,168662.5263,0,8731.268465,0,-3423349.045,0
-6,0,12500,0.24,720.3085676,70.81667844,-6,-0.24921,0.01499,0,0,1.34448,0,-24106.32429,0,1449.997195,0,614958.9486,0
-4,0,12500,0.24,720.3085676,70.81667844,-4,-0.01307,0.01651,0,0,0.2973,0,-1264.273739,0,1597.028265,0,135983.6483,0
-2,0,12500,0.24,720.3085676,70.81667844,-2,0.22306,0.02014,0,0,-0.75596,0,21576.8095,0,1948.161675,0,-345772.616,0
0,0,12500,0.24,720.3085676,70.81667844,0,0.45866,0.02586,0,0,-1.81018,0,44366.62532,0,2501.462807,0,-827967.9798,0
2,0,12500,0.24,720.3085676,70.81667844,2,0.69323,0.03363,0,0,-2.86021,0,67056.80825,0,3253.06242,0,-1308246.857,0
4,0,12500,0.24,720.3085676,70.81667844,4,0.92628,0.04337,0,0,-3.90094,0,89599.96011,0,4195.222039,0,-1784271.957,0
6,0,12500,0.24,720.3085676,70.81667844,6,1.15731,0.05499,0,0,-4.9273,0,111947.7154,0,5319.235875,0,-2253724.285,0
8,0,12500,0.24,720.3085676,70.81667844,8,1.38585,0.06837,0,0,-5.93429,0,134054.6106,0,6613.496214,0,-2714316.865,0
10,0,12500,0.24,720.3085676,70.81667844,10,1.61143,0.08338,0,0,-6.917,0,155875.1822,0,8065.428028,0,-3163803.885,0
-6,0,13000,0.24,665.6975421,70.81667844,-6,-0.24921,0.01495,0,0,1.34448,0,-22278.67548,0,1336.488096,0,568335.126,0
-4,0,13000,0.24,665.6975421,70.81667844,-4,-0.01307,0.01647,0,0,0.2973,0,-1168.421366,0,1472.371836,0,125673.891,0
-2,0,13000,0.24,665.6975421,70.81667844,-2,0.22306,0.02011,0,0,-0.75596,0,19940.93878,0,1797.777633,0,-319557.466,0
0,0,13000,0.24,665.6975421,70.81667844,0,0.45866,0.02583,0,0,-1.81018,0,41002.91841,0,2309.1296,0,-765194.6316,0
2,0,13000,0.24,665.6975421,70.81667844,2,0.69323,0.03359,0,0,-2.86021,0,61972.81893,0,3002.85185,0,-1209060.611,0
4,0,13000,0.24,665.6975421,70.81667844,4,0.92628,0.04333,0,0,-3.90094,0,82806.8357,0,3873.580549,0,-1648995.319,0
6,0,13000,0.24,665.6975421,70.81667844,6,1.15731,0.05495,0,0,-4.9273,0,103460.2701,0,4912.375979,0,-2082855.577,0
8,0,13000,0.24,665.6975421,70.81667844,8,1.38585,0.06833,0,0,-5.93429,0,123891.1056,0,6108.510476,0,-2508527.799,0
10,0,13000,0.24,665.6975421,70.81667844,10,1.61143,0.08334,0,0,-6.917,0,144057.3253,0,7450.362404,0,-2923936.441,0
-6,0,13500,0.24,615.2269144,70.81667844,-6,-0.24921,0.01492,0,0,1.34448,0,-20589.59198,0,1232.682125,0,525246.1423,0
-4,0,13500,0.24,615.2269144,70.81667844,-4,-0.01307,0.01644,0,0,0.2973,0,-1079.836151,0,1358.263682,0,116145.7799,0
-2,0,13500,0.24,615.2269144,70.81667844,-2,0.22306,0.02007,0,0,-0.75596,0,18429.09349,0,1658.172269,0,-295329.8478,0
0,0,13500,0.24,615.2269144,70.81667844,0,0.45866,0.02579,0,0,-1.81018,0,37894.23482,0,2130.755496,0,-707180.5173,0
2,0,13500,0.24,615.2269144,70.81667844,2,0.69323,0.03356,0,0,-2.86021,0,57274.27812,0,2772.708587,0,-1117394.285,0
4,0,13500,0.24,615.2269144,70.81667844,4,0.92628,0.0433,0,0,-3.90094,0,76528.73987,0,3577.421985,0,-1523974.835,0
6,0,13500,0.24,615.2269144,70.81667844,6,1.15731,0.05492,0,0,-4.9273,0,95616.31033,0,4537.45994,0,-1924941.477,0
8,0,13500,0.24,615.2269144,70.81667844,8,1.38585,0.0683,0,0,-5.93429,0,114498.1584,0,5642.908119,0,-2318340.868,0
10,0,13500,0.24,615.2269144,70.81667844,10,1.61143,0.08331,0,0,-6.917,0,133135.4529,0,6883.025995,0,-2702254.825,0
-6,0,0,0.28,5560.71532,95.28231665,-6,-0.25067,0.01843,0,0,1.35008,0,-187188.8481,0,13762.67791,0,4767199.913,0
-4,0,0,0.28,5560.71532,95.28231665,-4,-0.01291,0.01994,0,0,0.29615,0,-9640.595322,0,14890.27659,0,1045720.442,0
-2,0,0,0.28,5560.71532,95.28231665,-2,0.22484,0.02361,0,0,-0.76393,0,167900.19,0,17630.8641,0,-2697474.987,0
0,0,0,0.28,5560.71532,95.28231665,0,0.46207,0.02941,0,0,-1.82498,0,345052.6631,0,21962.03783,0,-6444095.534,0
2,0,0,0.28,5560.71532,95.28231665,2,0.69827,0.0373,0,0,-2.88183,0,521435.9795,0,27853.92762,0,-10175885.67,0
4,0,0,0.28,5560.71532,95.28231665,4,0.93292,0.0472,0,0,-3.92935,0,696661.8271,0,35246.79312,0,-13874731.11,0
6,0,0,0.28,5560.71532,95.28231665,6,1.16554,0.05904,0,0,-4.96241,0,870371.7639,0,44088.36157,0,-17522517.57,0
8,0,0,0.28,5560.71532,95.28231665,8,1.39564,0.07268,0,0,-5.976,0,1042199.88,0,54274.08738,0,-21101554.49,0
10,0,0,0.28,5560.71532,95.28231665,10,1.62275,0.08798,0,0,-6.96517,0,1211795.202,0,65699.42498,0,-24594363.16,0
-6,0,500,0.28,5238.890004,94.74345553,-6,-0.25067,0.01821,0,0,1.35008,0,-176355.33,0,12811.38772,0,4491299.147,0
-4,0,500,0.28,5238.890004,94.74345553,-4,-0.01291,0.01972,0,0,0.29615,0,-9082.647746,0,13873.72684,0,985199.5751,0
-2,0,500,0.28,5238.890004,94.74345553,-2,0.22484,0.02338,0,0,-0.76393,0,158182.9992,0,16448.66803,0,-2541359.147,0
0,0,500,0.28,5238.890004,94.74345553,0,0.46207,0.02918,0,0,-1.82498,0,325082.8074,0,20529.17593,0,-6071144.76,0
2,0,500,0.28,5238.890004,94.74345553,2,0.69827,0.03707,0,0,-2.88183,0,491257.9738,0,26080.07374,0,-9586958.27,0
4,0,500,0.28,5238.890004,94.74345553,4,0.93292,0.04698,0,0,-3.92935,0,656342.6596,0,33052.11395,0,-13071733.75,0
6,0,500,0.28,5238.890004,94.74345553,6,1.16554,0.05881,0,0,-4.96241,0,819999.1676,0,41374.94298,0,-16508405.28,0
8,0,500,0.28,5238.890004,94.74345553,8,1.39564,0.07245,0,0,-5.976,0,981882.7653,0,50971.1719,0,-19880306.13,0
10,0,500,0.28,5238.890004,94.74345553,10,1.62275,0.08775,0,0,-6.96517,0,1141662.791,0,61735.27031,0,-23170969.19,0
-6,0,1000,0.28,4932.315412,94.20151202,-6,-0.25067,0.01799,0,0,1.35008,0,-166035.1929,0,11915.95771,0,4228472.823,0
-4,0,1000,0.28,4932.315412,94.20151202,-4,-0.01291,0.0195,0,0,0.29615,0,-8551.140304,0,12916.12982,0,927546.6835,0
-2,0,1000,0.28,4932.315412,94.20151202,-2,0.22484,0.02317,0,0,-0.76393,0,148926.2886,0,15347.01168,0,-2392641.357,0
0,0,1000,0.28,4932.315412,94.20151202,0,0.46207,0.02897,0,0,-1.82498,0,306059.2874,0,19188.73235,0,-5715867.454,0
2,0,1000,0.28,4932.315412,94.20151202,2,0.69827,0.03686,0,0,-2.88183,0,462510.0496,0,24414.79718,0,-9025939.081,0
4,0,1000,0.28,4932.315412,94.20151202,4,0.93292,0.04677,0,0,-3.92935,0,617934.145,0,30978.84059,0,-12306788.99,0
6,0,1000,0.28,4932.315412,94.20151202,6,1.16554,0.0586,0,0,-4.96241,0,772013.6382,0,38814.62601,0,-15542349.95,0
8,0,1000,0.28,4932.315412,94.20151202,8,1.39564,0.07224,0,0,-5.976,0,924423.9701,0,47849.29323,0,-18716930.54,0
10,0,1000,0.28,4932.315412,94.20151202,10,1.62275,0.08754,0,0,-6.96517,0,1074853.829,0,57983.48739,0,-21815027.3,0
-6,0,1500,0.28,4640.43239,93.65643259,-6,-0.25067,0.01779,0,0,1.35008,0,-156209.6141,0,11086.16521,0,3978241.578,0
-4,0,1500,0.28,4640.43239,93.65643259,-4,-0.01291,0.0193,0,0,0.29615,0,-8045.103593,0,12027.14945,0,872656.6155,0
-2,0,1500,0.28,4640.43239,93.65643259,-2,0.22484,0.02296,0,0,-0.76393,0,140113.1752,0,14307.94566,0,-2251050.374,0
0,0,1500,0.28,4640.43239,93.65643259,0,0.46207,0.02876,0,0,-1.82498,0,287947.4064,0,17922.32218,0,-5377615.634,0
2,0,1500,0.28,4640.43239,93.65643259,2,0.69827,0.03665,0,0,-2.88183,0,435139.7743,0,22839.12058,0,-8491804.876,0
4,0,1500,0.28,4640.43239,93.65643259,4,0.93292,0.04656,0,0,-3.92935,0,581366.2311,0,29014.71908,0,-11578501.68,0
6,0,1500,0.28,4640.43239,93.65643259,6,1.16554,0.0584,0,0,-4.96241,0,726327.6562,0,36393.03252,0,-14622589.62,0
8,0,1500,0.28,4640.43239,93.65643259,8,1.39564,0.07203,0,0,-5.976,0,869718.697,0,44886.81733,0,-17609305.87,0
10,0,1500,0.28,4640.43239,93.65643259,10,1.62275,0.08734,0,0,-6.96517,0,1011246.464,0,54427.525,0,-20524064.42,0
-6,0,2000,0.28,4362.696152,93.10816219,-6,-0.25067,0.01759,0,0,1.35008,0,-146860.2546,0,10305.46886,0,3740138.368,0
-4,0,2000,0.28,4362.696152,93.10816219,-4,-0.01291,0.01911,0,0,0.29615,0,-7563.593118,0,11195.9926,0,820426.9211,0
-2,0,2000,0.28,4362.696152,93.10816219,-2,0.22484,0.02277,0,0,-0.76393,0,131727.2096,0,13340.28004,0,-2116321.924,0
0,0,2000,0.28,4362.696152,93.10816219,0,0.46207,0.02857,0,0,-1.82498,0,270713.3596,0,16738.33117,0,-5055757.969,0
2,0,2000,0.28,4362.696152,93.10816219,2,0.69827,0.03646,0,0,-2.88183,0,409096.0625,0,21360.85245,0,-7983558.717,0
4,0,2000,0.28,4362.696152,93.10816219,4,0.93292,0.04637,0,0,-3.92935,0,546570.6655,0,27166.83291,0,-10885512.49,0
6,0,2000,0.28,4362.696152,93.10816219,6,1.16554,0.0582,0,0,-4.96241,0,682855.9506,0,34097.68547,0,-13747407.59,0
8,0,2000,0.28,4362.696152,93.10816219,8,1.39564,0.07184,0,0,-5.976,0,817664.8411,0,42088.96434,0,-16555364.78,0
10,0,2000,0.28,4362.696152,93.10816219,10,1.62275,0.08714,0,0,-6.96517,0,950721.9777,0,51052.78887,0,-19295671.04,0
-6,0,2500,0.28,4098.57607,92.5566441,-6,-0.25067,0.01741,0,0,1.35008,0,-137969.2521,0,9582.497621,0,3513708.285,0
-4,0,2500,0.28,4098.57607,92.5566441,-4,-0.01291,0.01892,0,0,0.29615,0,-7105.688931,0,10413.60454,0,770757.8133,0
-2,0,2500,0.28,4098.57607,92.5566441,-2,0.22484,0.02259,0,0,-0.76393,0,123752.3702,0,12433.57962,0,-1988198.603,0
0,0,2500,0.28,4098.57607,92.5566441,0,0.46207,0.02838,0,0,-1.82498,0,254324.2203,0,15620.40681,0,-4749679.534,0
2,0,2500,0.28,4098.57607,92.5566441,2,0.69827,0.03627,0,0,-2.88183,0,384329.1564,0,19963.07804,0,-7500229.576,0
4,0,2500,0.28,4098.57607,92.5566441,4,0.93292,0.04618,0,0,-3.92935,0,513480.9696,0,25417.56118,0,-10226497.43,0
6,0,2500,0.28,4098.57607,92.5566441,6,1.16554,0.05802,0,0,-4.96241,0,641515.4668,0,31934.32004,0,-12915131.79,0
8,0,2500,0.28,4098.57607,92.5566441,8,1.39564,0.07166,0,0,-5.976,0,768162.9511,0,39441.80238,0,-15553093.68,0
10,0,2500,0.28,4098.57607,92.5566441,10,1.62275,0.08696,0,0,-6.96517,0,893164.7337,0,47862.95193,0,-18127500.25,0
-6,0,3000,0.28,3847.555469,92.00181991,-6,-0.25067,0.01723,0,0,1.35008,0,-129519.2138,0,8902.605232,0,3298508.383,0
-4,0,3000,0.28,3847.555469,92.00181991,-4,-0.01291,0.01875,0,0,0.29615,0,-6670.495273,0,9687.977255,0,723552.1285,0
-2,0,3000,0.28,3847.555469,92.00181991,-2,0.22484,0.02241,0,0,-0.76393,0,116173.0563,0,11579.07042,0,-1866429.774,0
